time,class,RMS_ch1,MAV_ch1,RMS_ch2,MAV_ch2,RMS_ch3,MAV_ch3,RMS_ch4,MAV_ch4,RMS_ch5,MAV_ch5,RMS_ch6,MAV_ch6,RMS_ch7,MAV_ch7,RMS_ch8,MAV_ch8
8543,0,6.356971799125461e-05,4.615702468949357e-05,0.0001031031025552992,8.589735004892624e-05,0.00018356275591428783,0.00015409165210060488,5.9975602390381264e-05,5.0499940045054235e-05,4.293102785706391e-05,3.559806490092334e-05,7.174701437128068e-05,5.460955941868253e-05,0.00018218367098476486,0.0001500020793057437,9.396483943729024e-05,7.65490760484853e-05
8594,0,5.7435737483464164e-05,3.687903828481652e-05,8.954791184868189e-05,7.243000710726048e-05,0.0001697968331515888,0.00013792110369776218,4.557004674520907e-05,3.448816683278972e-05,4.9919777428216314e-05,3.558818643245037e-05,8.625280374721042e-05,6.00078993558932e-05,0.0001504521724748602,0.0001247893738122201,9.99387982767037e-05,8.237981455213227e-05
8646,0,0.0001548121420410957,0.00011331099128475674,8.579381659184054e-05,6.960404631132693e-05,0.00010697716744654092,7.29171948346168e-05,4.347207044847251e-05,3.2159961953414983e-05,6.107664942706849e-05,4.403167723322742e-05,0.00010932691269155783,8.733794846667452e-05,0.00012026452864668639,8.611027792386117e-05,0.000109080046070726,9.120709319239076e-05
8698,0,0.0001956730393279229,0.00017080880140426995,9.991008265820172e-05,7.710168335266969e-05,0.00010651759517070793,7.504252371614291e-05,0.00012061201041793083,8.565049553635247e-05,0.00010528586611816301,7.34967919568032e-05,0.00012676457991571999,0.00010707355494996277,6.08467924103493e-05,4.0389739886056606e-05,0.0001469084346642796,0.00012227706270502358
8750,0,0.00014080438487569096,0.00010564375788787846,7.89826948433944e-05,5.290581260633625e-05,0.00014110800851617575,0.00011001410280905613,0.00013769113050783458,0.00011284138575185133,0.00011815862939717764,8.85649391949794e-05,9.717235240140253e-05,6.524881122730592e-05,7.32265300505363e-05,5.770789211432487e-05,0.0001511233122783018,0.00012080842121189196
8803,0,7.701898937805534e-05,5.2493967608413465e-05,4.948134359473078e-05,3.711292450420467e-05,0.00011500734383498595,8.610654631025877e-05,0.0001416105859950797,0.00011621506835539133,7.996592639652152e-05,6.034590677062782e-05,7.490605886118098e-05,5.405681138827096e-05,7.334324113822196e-05,5.396423875516204e-05,8.696620104120637e-05,6.167378382096437e-05
8855,0,0.00013591774005834977,0.0001007766460480784,4.998452386124075e-05,3.980435328075413e-05,9.413753857483172e-05,7.467665248870688e-05,0.00014358523519026603,0.00011327717670397714,7.495511400971006e-05,5.7269408426832465e-05,9.204688181113948e-05,7.507550052094344e-05,5.888090935428655e-05,3.850788080715777e-05,5.8711470556014564e-05,4.235379483393325e-05
8908,0,0.00015034656124058836,0.00012196330039879529,3.7953195983897304e-05,3.114998387016647e-05,9.298421258943419e-05,6.84870623577198e-05,0.00014014243718588022,0.00011761164173835863,8.016967815758205e-05,6.233304145988974e-05,7.051315564962689e-05,5.4446426268921955e-05,7.407026262862498e-05,5.807947122912609e-05,5.688098089681203e-05,3.726723780811688e-05
8959,0,0.00010071472572093521,7.677776390399517e-05,4.276412389217264e-05,3.2589329071919226e-05,8.513863324275378e-05,6.614967236909609e-05,0.00012054776745739792,9.275651925963802e-05,6.552855844343131e-05,5.15684820658721e-05,8.400834412496217e-05,6.3435943479899e-05,0.00010950332000248688,8.463910900418849e-05,7.324206967734766e-05,5.6378476559243065e-05
9010,0,0.00011553740374032932,8.949377521175128e-05,4.4705011966070434e-05,3.49799990924183e-05,8.41271886500199e-05,7.388724327939173e-05,8.061253654331998e-05,6.670613709344044e-05,6.118552745888664e-05,4.6747548579748655e-05,0.00015563042150095588,0.00012778069875106943,0.00017791158603068337,0.00014686055175162514,9.282698337942647e-05,7.421340418710072e-05
9061,0,0.00011080808270432619,8.719418677173872e-05,3.226546080304585e-05,2.3540875612499514e-05,6.487047212085637e-05,5.644543476514033e-05,9.530179157992116e-05,7.579935591486954e-05,8.851175034036896e-05,6.33622975110732e-05,0.00014185941214749795,0.00010717319821214563,0.0001693960469974315,0.00014088573423118815,8.699350821036423e-05,6.2379108063929e-05
9113,0,8.994380676070267e-05,6.353644909706589e-05,7.476203448836811e-05,5.397187282962377e-05,6.297620827650885e-05,5.117634327711442e-05,8.595844764910087e-05,6.785067271934298e-05,9.730957051634661e-05,7.714784779299087e-05,6.139454568309379e-05,4.553463093736154e-05,0.00010638819930812408,8.828940937996844e-05,7.360199556416091e-05,5.225154719350992e-05
9164,0,8.609468898315028e-05,5.786167849544523e-05,0.00010472336354985299,8.960068340187752e-05,0.00010249591812493831,8.05041613952762e-05,6.437016438094955e-05,4.9399497983184155e-05,8.243024895061531e-05,7.13787401164171e-05,8.690904652928995e-05,6.994761016230604e-05,0.00011233520279980847,9.537844519514118e-05,8.07607133474106e-05,5.9476468829807724e-05
9215,0,6.551675335357184e-05,5.193772644363872e-05,9.396899133258945e-05,7.063859258872041e-05,0.00014678450965068478,0.00010462849776157676,0.00010178826064498721,6.69869770390452e-05,0.00011087156531423455,8.868540099869437e-05,0.0001086545908003234,8.9015160650169e-05,0.00010285913992373361,8.411913844750042e-05,0.00011774430916887068,0.00010256717008903824
9266,0,9.745383005329311e-05,7.413500850705042e-05,6.809277729374399e-05,4.7926853087860744e-05,0.00012695317261296484,8.009996975796564e-05,0.00010398217950431896,7.320666162020939e-05,0.00010145527137971397,7.483274771940831e-05,9.171748185934496e-05,6.720150481721685e-05,9.248193060173526e-05,7.720191777647065e-05,0.00012042774868443707,0.00010945915718013318
9319,0,0.00014798770212392956,0.00011919056007495008,4.972372449572017e-05,3.717698895876393e-05,0.00011271348936080912,8.96802824731684e-05,9.76121946405194e-05,7.866380906167948e-05,0.00010894105620112717,8.19068378462042e-05,9.46625799417757e-05,7.430809663388307e-05,8.542174571761074e-05,6.5825209048729e-05,8.268204740106512e-05,6.745281941789163e-05
9373,0,0.00014996537471257497,0.00010840685979776261,4.546694710952014e-05,3.2272639897547885e-05,0.00010920075253932148,8.692527248200805e-05,9.908964487257941e-05,7.946519813129537e-05,0.00011761392184378299,9.258999186526182e-05,0.00010744634812121645,8.898701349767532e-05,7.058393532327772e-05,5.147077172323686e-05,5.689743924727738e-05,4.645579291785776e-05
9427,0,0.00018194755897106492,0.0001356399354480998,5.717341882077775e-05,4.3329706764868165e-05,6.530319606833427e-05,5.416868776701607e-05,6.13355635348463e-05,4.638982401030838e-05,7.877141865895076e-05,6.457770955713748e-05,0.00010551325838837705,8.349734669180972e-05,0.00011052858703739684,8.086568744656193e-05,9.778919009638194e-05,7.455593634021347e-05
9479,0,0.00032791038277428357,0.00024027393605318277,0.0002731230221283515,0.00015661524133494666,0.00031720274799350865,0.0001807339069338522,0.0002986514488918829,0.0001666300468632552,0.0002701288195932936,0.00015982905402956498,0.00030949359523968527,0.0001875456202167294,0.0002629616051659181,0.00016449429659183074,0.00028207332425815546,0.0001799829524659565
9530,0,0.0004442067232416637,0.0003206520703296576,0.0004341521780611843,0.00031205108933139226,0.00047538614306561275,0.0003653273184510892,0.00043888351714068075,0.00031513854728190975,0.00040281039074613155,0.0002865019511413366,0.00040994713126367763,0.00028817858184006717,0.000389939951344366,0.0002780675161510207,0.00041763152009215756,0.0003049945157849953
9581,0,0.0005102257949569571,0.0004093653089794228,0.0005052258542164851,0.00040523612855931327,0.0005082039946558063,0.00042674709339740103,0.0004613234951564011,0.00036854036255562733,0.00043427917748327,0.0003438634679719656,0.00041132550375773766,0.0003224031644298509,0.0004204397076215753,0.00033430419612713244,0.00045703247402325236,0.0003665970411909631
9632,0,0.0004289989660728394,0.00032442169375122024,0.0004306808195966595,0.00032486028262382035,0.00042889281190973416,0.00031563269759876905,0.00040375055938829803,0.0002994231397374453,0.00039834110850979054,0.00029257987616058316,0.00038175296721955,0.000279071676216176,0.00036419533547666424,0.00026915750156323426,0.0003813284299320742,0.0002815336324799559
9683,0,0.0003045101757379529,0.0001999002925288262,0.00032302872333867563,0.00020714963409218737,0.00033805472632241634,0.00021082079407659738,0.0003482562456960125,0.00021499885088034393,0.000374892435392165,0.00023427226156303482,0.00035194147998908633,0.0002168789166733862,0.0003351861172951026,0.00021350871053859658,0.00032264960963661543,0.00020496194087734474
9734,0,0.0002357798494410584,0.00012807696912160786,0.00024316637276675392,0.00012167280294528257,0.00024978135462895557,0.0001288030437611292,0.00025910670709535264,0.00012747543405438892,0.0002860109544221758,0.00015362575359940327,0.0002637288701033946,0.0001316958468516188,0.00026820639943329455,0.00016901878706754382,0.00027923251755569684,0.0001724578448871577
9785,0,4.492674183194997e-05,3.5422237729385325e-05,3.5500992077862524e-05,2.3007696963807243e-05,4.0006900154687527e-05,2.8196128965891713e-05,4.413355597710605e-05,2.7156577804618593e-05,6.620784802207986e-05,3.825601531344485e-05,4.33600863482017e-05,3.1358021341767e-05,9.911465393133378e-05,7.638527989208228e-05,0.00016098275666594436,0.00011593537505300926
9836,0,2.8718005157158363e-05,2.408386361318458e-05,2.0358836363493124e-05,1.6017402435891986e-05,2.366529812287691e-05,1.7332891350327796e-05,2.342185289532991e-05,1.7305409399732635e-05,3.205969319004201e-05,2.0685119010022183e-05,2.89211698795156e-05,2.129596540002477e-05,6.259414312200832e-05,4.767272948834845e-05,0.00013734611632047378,0.0001069839027923411
9889,0,2.6621566832854347e-05,2.1022429727957462e-05,1.861001680118491e-05,1.386535155821265e-05,2.2346702312422908e-05,1.5227938996338467e-05,1.6379484806230053e-05,1.1249171721100254e-05,2.0806207970947084e-05,1.4207214139893997e-05,1.5689463516112274e-05,1.0682543259035991e-05,5.2710192841121044e-05,4.209790195373411e-05,8.93065605723935e-05,7.170692157039941e-05
9940,0,1.9908084849748748e-05,1.3379937846655885e-05,1.097245535547724e-05,7.25735240332644e-06,1.4853698252383376e-05,1.1074469555076795e-05,1.4370652550147516e-05,1.1522990212006955e-05,1.0357885617014102e-05,7.633433305883515e-06,7.183582141817631e-06,4.596920564689709e-06,3.823958044522942e-05,2.8276951145978413e-05,5.7294101024344154e-05,3.744140579172171e-05
9993,0,1.560754708324325e-05,1.1610341590100827e-05,1.6850331189109425e-05,1.1361669420454362e-05,1.7436337331668404e-05,1.2913812125318326e-05,2.0227376528418597e-05,1.6557505664494483e-05,9.584600817773425e-06,7.837391114028657e-06,1.6374956851581725e-05,1.1662860672748982e-05,4.1959542578588106e-05,3.1469267060395547e-05,5.893381918168112e-05,4.159687019536836e-05
10052,0,1.0759300580432299e-05,8.359648068184297e-06,2.0695090423120046e-05,1.579522537454279e-05,1.703134947035595e-05,1.337024443192376e-05,1.632390690889659e-05,1.1707473451122538e-05,7.336127632639092e-06,5.586060925856437e-06,1.9760256860169528e-05,1.726812500121792e-05,5.030129885334026e-05,3.877764853814824e-05,7.13820131032639e-05,5.692144466698675e-05
10103,0,5.954630333506876e-06,4.776664836613823e-06,2.0623902763592595e-05,1.5012642905350233e-05,1.8854643970274284e-05,1.5623466562120243e-05,9.047982358340776e-06,7.474257367433073e-06,5.386805728035732e-06,4.10326290660347e-06,1.3620848935230385e-05,1.1365048084865834e-05,7.223359553181417e-05,5.313241513424117e-05,7.832652790390986e-05,5.901305516520173e-05
10154,0,7.80694776496787e-06,6.269199218767476e-06,1.9189012764624324e-05,1.492183328248126e-05,2.0491097903852706e-05,1.7204365872769486e-05,1.3761432116325016e-05,1.1558878164447417e-05,6.741791525373288e-06,5.492197475374652e-06,1.02298753192467e-05,8.418230673217255e-06,7.786333401675762e-05,5.8940583928700974e-05,8.930534832182776e-05,6.374505262290616e-05
10207,0,7.682817045519776e-06,5.998786352672766e-06,1.611737861837982e-05,1.3943309242587084e-05,2.865985122096787e-05,2.200570104872709e-05,1.2543022744156508e-05,9.633952725698798e-06,1.2132824410841309e-05,1.0325406576157228e-05,1.0438190969605488e-05,8.695255177422558e-06,5.160715271461566e-05,3.869907466981545e-05,8.185581048895012e-05,6.378863946177037e-05
10259,0,5.773883351680617e-06,4.216976287504356e-06,1.8166745883055314e-05,1.2665341825946436e-05,2.7293363930203886e-05,2.0006721880942092e-05,8.724291162110333e-06,5.972462127136881e-06,1.1903615624601887e-05,9.679673894176685e-06,7.746540408375133e-06,6.405951418864225e-06,3.735410797729444e-05,2.9287397432739407e-05,5.4034351791150875e-05,4.642956031344248e-05
10310,0,6.0768505089621005e-06,4.0249558996679285e-06,1.730050899701723e-05,1.1786928074844021e-05,1.4685648700391027e-05,1.2478431457665046e-05,1.382309070311929e-05,8.859901559196731e-06,7.518623222384893e-06,4.974035799415553e-06,8.478503213548573e-06,6.295780015039821e-06,3.1660447828445346e-05,2.181595482920233e-05,3.224459916245978e-05,2.0093130132016462e-05
10361,0,1.2900217492955935e-05,8.347101806535864e-06,1.5297157835782817e-05,1.2465714907187264e-05,2.12841551768093e-05,1.851493290631938e-05,1.7999024209346996e-05,1.2904833828847559e-05,9.837657451027099e-06,7.269854969019657e-06,1.2524071435962835e-05,8.698041388846205e-06,4.0834205292964766e-05,2.859828562378886e-05,4.1275160499154386e-05,2.591531300378638e-05
10413,0,1.6953839776599183e-05,1.075066087102785e-05,2.1475612860558503e-05,1.7873652804805316e-05,2.53895529542161e-05,2.0630457874797773e-05,1.5668183571212715e-05,1.1574118131108292e-05,1.0955428285434906e-05,9.556723102375455e-06,1.1871075777419525e-05,8.216799552623187e-06,3.9718859096236954e-05,2.8583642459445636e-05,4.423646202258223e-05,3.1359844981061916e-05
10464,0,1.2018036125870501e-05,5.6235325361721085e-06,2.146275031066189e-05,1.794201565131482e-05,2.5481649976141125e-05,2.0947642318116058e-05,8.325969491399869e-06,6.191021107169417e-06,9.848506936147678e-06,8.948336647507767e-06,8.24863404221519e-06,5.703751773423604e-06,1.389626919240242e-05,8.969666850212248e-06,1.899380163603873e-05,1.2736994955774321e-05
10516,0,5.652691862645498e-06,3.6969299856337157e-06,1.777587074832043e-05,1.3717832630103473e-05,2.240302434642522e-05,1.6606803343254962e-05,5.433349814049822e-06,3.8949633865090625e-06,1.0185835878219547e-05,8.3103817224731e-06,6.457812049712321e-06,4.420750861535094e-06,6.061812014887984e-06,4.749200978232355e-06,1.2712650646512552e-05,1.010208935421334e-05
10567,0,6.047241686439223e-06,4.361197545874183e-06,2.079751683089411e-05,1.5674959126390898e-05,1.5539748832746064e-05,1.0199200929316625e-05,9.726235742962572e-06,6.427682820632041e-06,1.0200149023570785e-05,7.402190104315593e-06,3.99532792437601e-06,3.250535027497248e-06,8.601817203494784e-06,6.249767185443487e-06,1.1708134977780172e-05,9.252741131837564e-06
10618,0,6.9709101754351985e-06,5.326657497445142e-06,2.011300707410919e-05,1.4217177087573415e-05,1.863228784857863e-05,1.4862820613785299e-05,1.1537106909221308e-05,8.235901622989088e-06,8.637213353588506e-06,6.900897344257072e-06,1.0301492991131753e-05,7.988244862101898e-06,1.1304831430599667e-05,8.763509382385893e-06,1.892157932148303e-05,1.4664839794000508e-05
10669,0,6.799431405136552e-06,5.13101661699156e-06,1.2631442940848957e-05,7.4321280793107385e-06,1.8479855608415888e-05,1.4215066762202392e-05,9.227978991418668e-06,6.821908804208968e-06,8.440780976348276e-06,6.8978576187575565e-06,1.1364583798156749e-05,1.0015631036581077e-05,9.823162847411141e-06,7.334667065686892e-06,2.335010924967308e-05,1.9929051666587626e-05
10720,0,5.119881908841886e-06,3.85704860722517e-06,1.0437865578055254e-05,7.366561563989327e-06,1.261333074688719e-05,9.983697529288653e-06,9.19369075061644e-06,7.724012284267768e-06,9.733272772363966e-06,7.54724250026443e-06,7.490645220041277e-06,6.000582262658541e-06,6.125403554668075e-06,3.862436341823101e-06,2.148356901600536e-05,1.62948432444577e-05
10771,0,8.29031632337743e-06,5.095083491582682e-06,1.3711091495148568e-05,9.5256275063706e-06,2.2793463357727858e-05,1.476581372948301e-05,1.1985534039421788e-05,8.693613167936638e-06,9.43632694896472e-06,6.644512792403642e-06,5.905263609484158e-06,3.7511459651148036e-06,8.566081067709433e-06,4.881818454135604e-06,1.967178509692872e-05,1.408900791108046e-05
10822,0,1.058835891498296e-05,7.280412870405382e-06,1.3202638828133462e-05,8.712519364126944e-06,2.240167361340132e-05,1.346129489909996e-05,1.033811381732593e-05,6.608684167350531e-06,1.01489255784435e-05,7.100850135980651e-06,5.76015545412215e-06,4.081700572832212e-06,2.0418406768286893e-05,1.2878535986916857e-05,2.5710927385212473e-05,1.9194363950440226e-05
10874,0,9.327964542591204e-06,7.303159758472602e-06,1.2135360955643e-05,8.797915292465049e-06,1.5339831082356725e-05,1.1523215156793143e-05,7.471761942268461e-06,5.407380876993911e-06,9.201376700549096e-06,6.547423116948603e-06,9.53139790712709e-06,7.347852542265701e-06,3.112554129750176e-05,2.4827338282473876e-05,2.8468256613568078e-05,2.1740919258214656e-05
10925,0,1.117130629853033e-05,8.931258947669969e-06,1.878602355681618e-05,1.4838315879769574e-05,2.839953301086106e-05,2.3984904813431437e-05,1.5150810071909812e-05,1.2197970749441482e-05,1.1270550578566341e-05,7.548084491847141e-06,9.460604611020618e-06,7.018353063769735e-06,3.129060317127949e-05,2.624906874059411e-05,2.9228280275063702e-05,2.4591062269641682e-05
10978,0,1.0981993036108086e-05,8.412801333020325e-06,1.837546187760814e-05,1.4628452392489748e-05,2.7004745796027834e-05,2.128269996786276e-05,1.55132237007987e-05,1.304805090532499e-05,1.1766239345131048e-05,8.422550373440812e-06,5.671544910982258e-06,3.965210157147829e-06,2.6104378419175244e-05,2.1081129739810963e-05,3.2337038030468415e-05,2.8435568256234343e-05
11029,0,1.7264359608538134e-05,1.2267783257748734e-05,2.4139752163420764e-05,1.613692069776688e-05,1.2292381393042113e-05,9.67443893404576e-06,8.686437997940644e-06,6.583551221476697e-06,1.0007804018037665e-05,7.40682741859142e-06,6.199974603840715e-06,4.212703849947432e-06,2.0154827103525464e-05,1.588374744042891e-05,2.9843440751132035e-05,2.5277054384333885e-05
11081,0,1.7310362335715294e-05,1.2223260597505843e-05,2.448685449051255e-05,1.701373702012158e-05,1.1570262361964977e-05,9.76771314741042e-06,9.313154052819821e-06,7.4013279689871944e-06,1.208954921433802e-05,9.33974183004771e-06,8.738111872314963e-06,7.235818153292073e-06,1.3884708365660892e-05,1.1223896344372624e-05,2.112582011006895e-05,1.668341006838743e-05
11132,0,8.553446326991322e-06,6.588566984122603e-06,9.483565725165305e-06,7.566149196444368e-06,1.3083085699737078e-05,1.1170393558453692e-05,1.0310436985670013e-05,8.910546487586152e-06,1.1480096808664131e-05,9.31515969632817e-06,9.443977800829008e-06,8.002743932612216e-06,1.0068253458090693e-05,6.70800905405594e-06,8.36418826610063e-06,6.6378921344875675e-06
11183,0,1.3831407464121165e-05,1.1561767333000332e-05,1.590862203509716e-05,1.1309891082800288e-05,2.5905297221305314e-05,2.2372350597302985e-05,9.350972485720131e-06,7.865473864129776e-06,9.698239886647128e-06,7.954116596764084e-06,9.221392267258486e-06,7.804548647128209e-06,9.11340435630297e-06,6.218321849614395e-06,1.5124549751310196e-05,1.13211300841857e-05
11234,0,1.2636789172920813e-05,9.057723896765034e-06,1.7206272023844365e-05,1.2958106823102639e-05,2.661718473541925e-05,2.350250232849616e-05,7.970917799993098e-06,5.747113689712874e-06,8.783118433851116e-06,6.1450054004517715e-06,7.4769033825067876e-06,6.375574222498996e-06,1.0322964645004016e-05,7.715256142948431e-06,1.5425794824480225e-05,1.1853187699148204e-05
11285,0,5.594403295125641e-06,3.7049230964984173e-06,1.2991536456615727e-05,7.693935541408037e-06,2.4239715933805064e-05,1.719496449019143e-05,9.892289579152803e-06,7.167721563748635e-06,1.198999421929598e-05,8.904592826239741e-06,4.927012400746182e-06,3.938714411417921e-06,5.9652922990886475e-06,4.4473248060881805e-06,1.1183669098078353e-05,7.948690684324767e-06
11338,0,7.928489019795855e-06,5.5070066188150685e-06,1.4152737962079553e-05,1.0006652811776569e-05,2.8543874960292164e-05,2.084584885110178e-05,1.0481969180605833e-05,8.687541609190758e-06,1.126631694814825e-05,8.45801051880273e-06,4.254289961650631e-06,3.2271246149648914e-06,1.0867324222278714e-05,7.994016910888417e-06,1.7587246204563233e-05,1.4450817853653965e-05
11389,0,1.343948986918941e-05,1.0392371613326076e-05,2.0206227939349364e-05,1.7055917241641068e-05,2.5790325042522322e-05,1.8766258515447848e-05,1.3317370725263501e-05,1.141078307597912e-05,1.4693762300839219e-05,1.1272286640878891e-05,8.051503060536087e-06,6.166925014970481e-06,1.240371432218778e-05,1.036591832488595e-05,1.56094932132737e-05,1.2516267351268963e-05
11440,0,1.2844866427360863e-05,9.354456160653617e-06,1.8613815972076117e-05,1.3443103285308174e-05,2.0612747413006897e-05,1.2757920343831478e-05,1.2466346097236789e-05,9.29018692368437e-06,1.4044178232022551e-05,1.0271176380111128e-05,9.924278125630764e-06,8.010672005482752e-06,1.1546996340650289e-05,8.084695710869284e-06,1.3831074696576038e-05,7.97436294399345e-06
11491,0,6.397531182537241e-06,3.6829334822680152e-06,9.75758980037971e-06,6.522841739471403e-06,1.7225001826333655e-05,1.0338922869735931e-05,5.0088160290812015e-06,2.8988942211760626e-06,6.53342349206531e-06,3.679219845541508e-06,7.176310392011884e-06,4.662835154970248e-06,1.0996507364065843e-05,6.381667198317417e-06,1.3166371330234916e-05,6.7782584046041575e-06
11542,0,2.790609640043987e-06,1.5566183279352124e-06,1.4820042730751289e-05,1.182290710338462e-05,2.8988455269834775e-05,2.0869938723211884e-05,2.8759739274656327e-05,1.7990328533633565e-05,2.93605428803111e-05,1.8619869963639744e-05,1.937565331594314e-05,1.2157855166309269e-05,1.6154365239463627e-05,1.050110250980767e-05,1.2001904751501648e-05,7.941183353910607e-06
11593,0,3.017148507592516e-06,2.056272098745618e-06,1.6023534858903287e-05,1.432166949059281e-05,2.657082978510765e-05,1.8149574238959357e-05,3.0176148858984696e-05,2.1471908713533747e-05,3.412283154710158e-05,2.517111534851779e-05,2.235115024420949e-05,1.7005425877111565e-05,1.6340280942169173e-05,1.1762739224227018e-05,1.2189846503449476e-05,8.75364832121332e-06
11644,0,3.4672105540101292e-06,2.826329650190441e-06,1.338351835446576e-05,1.2034442866435175e-05,9.498996866253533e-06,7.569197009107076e-06,2.3602331224614714e-05,1.6735909288943014e-05,3.867324350410547e-05,2.7720106346607636e-05,1.2721349447351547e-05,9.034499937809679e-06,9.248311378121504e-06,7.134399762654544e-06,5.302318088848481e-06,4.226008976969344e-06
11695,0,7.629356305404982e-06,5.118594865154815e-06,1.663341898550367e-05,1.4428665153064202e-05,1.864608734778397e-05,1.4516793728754715e-05,4.039188354671271e-05,2.9577875055816868e-05,6.908517831386842e-05,5.1450763113887074e-05,1.8119304403652184e-05,1.1805413942697859e-05,1.3584163956241303e-05,9.769761670474124e-06,1.5273682162199217e-05,1.0201962886130912e-05
11746,0,9.145568141518059e-06,6.882296621248893e-06,1.907213850744627e-05,1.585621217731351e-05,3.9729668515879066e-05,3.0425718295831002e-05,0.00013466371907543625,9.472706007843875e-05,0.00022359674402046327,0.0001589191987242041,6.703788449612913e-05,4.6978805550431796e-05,2.6662589924199456e-05,1.9918664665258794e-05,1.977776986398914e-05,1.6464359557026707e-05
11798,0,2.6343530216236247e-05,1.4121746607692319e-05,1.9179171079773585e-05,1.4165264875450902e-05,4.026914220150628e-05,3.120128229977612e-05,0.00014262981651191049,0.00010725755083997766,0.0002503918436527072,0.00018983617723822733,9.172130927055288e-05,6.301292596335407e-05,5.173439192897078e-05,3.2256137890620984e-05,0.00010651634287289206,4.9449767225613336e-05
11850,0,2.841805066243348e-05,1.7891507941776458e-05,1.8924652332935835e-05,1.3761339514260433e-05,2.7059721753143474e-05,2.009582552062704e-05,7.870035034394743e-05,5.796066228982056e-05,0.00015387048100817469,0.00010959136428440322,7.839177911339384e-05,4.9326915279134224e-05,5.9379724131040777e-05,3.959297501914485e-05,0.00011172162942658194,5.94477507003213e-05
11901,0,3.23923540866964e-05,2.4181587885101864e-05,1.4986963004520567e-05,1.1058060821162005e-05,2.198514511604548e-05,1.4539699947273858e-05,5.966140700217899e-05,4.4818894508027935e-05,0.00010498882699209123,8.562843760893542e-05,5.733879132893274e-05,4.841056330535946e-05,5.236931406670653e-05,4.418068358491371e-05,7.4866005037021e-05,5.733283920562009e-05
11952,0,5.080800863869415e-05,4.12618677137971e-05,1.639151895093363e-05,1.2792637787100074e-05,3.2874441616215944e-05,2.2506961353914726e-05,0.00010616681407152917,7.693990913911594e-05,0.00021188610819509538,0.00015329485412999153,0.00012844556175709598,9.378627768575842e-05,5.382048339144773e-05,4.781458466929974e-05,6.936940865675104e-05,5.247169811421114e-05
12003,0,5.454663930591413e-05,4.4297110055146934e-05,3.258436759620639e-05,2.54602676399151e-05,3.589126256548332e-05,2.781598438768476e-05,0.0001051195515062117,7.081305587245701e-05,0.00020641538301012852,0.00013044733277983806,0.00012653770467384363,8.374674226790966e-05,4.99429825895045e-05,4.388850773838978e-05,8.589524329013727e-05,5.439905325405446e-05
12056,0,4.972206012982571e-05,3.795663472703127e-05,3.757315659838663e-05,3.138754620911881e-05,1.794503252023308e-05,1.333657586730751e-05,2.4475085664484517e-05,1.5658554316944205e-05,3.9223390290914076e-05,2.326210449124274e-05,3.902903276279337e-05,2.9630179657353758e-05,4.146389797726065e-05,3.488127103009081e-05,0.00013633001670352007,9.910522132273822e-05
12107,0,7.55762183047623e-05,5.8877865142529785e-05,0.00014606739277492204,9.286173105803903e-05,3.159802294634376e-05,2.1557309206761467e-05,1.7914016995911827e-05,1.3356018893194618e-05,3.093642546253854e-05,2.2624133322321433e-05,0.00010109499958868398,7.867740954805808e-05,0.00012662615564656147,9.334889798056556e-05,0.00013322388287472309,0.00010292442896880265
12158,0,0.0002932218506822087,0.00023677308220916278,0.00046385714530949493,0.00037650528773485945,9.749887670356468e-05,7.882366505633124e-05,8.032661829850436e-05,5.317943839068114e-05,0.00014159014923566693,9.767218822701481e-05,0.00022850553089506806,0.00019833574584462204,0.0002420413211871327,0.00020741105183588683,0.00017951957840902125,0.00014371271339370817
12209,0,0.0003570556011664384,0.00029641171189073154,0.0005391403799144847,0.00044513502061148554,0.00010967569299740135,9.272583269710927e-05,0.00012837677354592507,0.00010439825801746746,0.00029088549445232577,0.00023022470721816325,0.0002459955563607064,0.00020353339525778588,0.00022244508347712247,0.00017878701423038192,0.00027043007292088537,0.0002419960289096593
12260,0,0.00021696996539701416,0.00011445122483839833,0.0003320014347835545,0.00020618292912865055,6.350996215969559e-05,4.3629245392079756e-05,0.00012264293156879577,9.699698156021411e-05,0.00028532532204054344,0.0002126631906911112,0.0001544894980620063,0.00011312941609644539,0.00010695316153863406,8.266806126838032e-05,0.00024399486199815483,0.0002025657486994814
12311,0,0.00017223548616260192,0.00011843476113783306,0.00020408422267449407,0.00016086502699892924,4.178141142929048e-05,2.980297368100188e-05,7.333092168174407e-05,5.312346396292687e-05,0.00013727290183615333,9.06560138168781e-05,0.00012428224559029167,0.00010301113509715272,8.53347433853238e-05,5.648085447930733e-05,0.0001417943182636862,0.00011127680939848214
12362,0,0.00018998248917388998,0.00015553979733399435,0.00023138871120232385,0.0001999452310494143,6.45990380059782e-05,4.881706544826351e-05,5.306925109636575e-05,4.556672243009815e-05,6.904709116350233e-05,5.245968931916644e-05,0.00012331307372837478,0.00010641600997500822,9.086826597572216e-05,7.052102362490537e-05,0.0001474494909925889,0.0001249439636834122
12414,0,0.00014755363705962012,0.00011929441368860609,0.0002104343570978852,0.00018044952575678864,6.849989927390297e-05,5.6326511900577004e-05,5.5446667410390426e-05,4.6666258093808874e-05,5.181735647239104e-05,3.739854873803943e-05,8.34351867996256e-05,6.214939672760025e-05,0.00011537436116587653,9.927374314272207e-05,0.0002865294835164449,0.00023590615354148834
